 3200  1.0000E-01
   i   x             den           ener          pres          vel           cs
 2429  6.071250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2430  6.073750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2431  6.076250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2432  6.078750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2433  6.081250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2434  6.083750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2435  6.086250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2436  6.088750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2437  6.091250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2438  6.093750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2439  6.096250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2440  6.098750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2441  6.101250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2442  6.103750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2443  6.106250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2444  6.108750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2445  6.111250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2446  6.113750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2447  6.116250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2448  6.118750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2449  6.121250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2450  6.123750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2451  6.126250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2452  6.128750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2453  6.131250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2454  6.133750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2455  6.136250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2456  6.138750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2457  6.141250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2458  6.143750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2459  6.146250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2460  6.148750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2461  6.151250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2462  6.153750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2463  6.156250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2464  6.158750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2465  6.161250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2466  6.163750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2467  6.166250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2468  6.168750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2469  6.171250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2470  6.173750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2471  6.176250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2472  6.178750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2473  6.181250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2474  6.183750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2475  6.186250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2476  6.188750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2477  6.191250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2478  6.193750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2479  6.196250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2480  6.198750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2481  6.201250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2482  6.203750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2483  6.206250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2484  6.208750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2485  6.211250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2486  6.213750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2487  6.216250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2488  6.218750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2489  6.221250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2490  6.223750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2491  6.226250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2492  6.228750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2493  6.231250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2494  6.233750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2495  6.236250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2496  6.238750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2497  6.241250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2498  6.243750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2499  6.246250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2500  6.248750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2501  6.251250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2502  6.253750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2503  6.256250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2504  6.258750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2505  6.261250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2506  6.263750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2507  6.266250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2508  6.268750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2509  6.271250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2510  6.273750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2511  6.276250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2512  6.278750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2513  6.281250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2514  6.283750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2515  6.286250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2516  6.288750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2517  6.291250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2518  6.293750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2519  6.296250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2520  6.298750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2521  6.301250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2522  6.303750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2523  6.306250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2524  6.308750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2525  6.311250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2526  6.313750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2527  6.316250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2528  6.318750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2529  6.321250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2530  6.323750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2531  6.326250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2532  6.328750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2533  6.331250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2534  6.333750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2535  6.336250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2536  6.338750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2537  6.341250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2538  6.343750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2539  6.346250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2540  6.348750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2541  6.351250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2542  6.353750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2543  6.356250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2544  6.358750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2545  6.361250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2546  6.363750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2547  6.366250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2548  6.368750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2549  6.371250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2550  6.373750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2551  6.376250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2552  6.378750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2553  6.381250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2554  6.383750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2555  6.386250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2556  6.388750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2557  6.391250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2558  6.393750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2559  6.396250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2560  6.398750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2561  6.401250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2562  6.403750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2563  6.406250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2564  6.408750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2565  6.411250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2566  6.413750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2567  6.416250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2568  6.418750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2569  6.421250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2570  6.423750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2571  6.426250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2572  6.428750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2573  6.431250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2574  6.433750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2575  6.436250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2576  6.438750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2577  6.441250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2578  6.443750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2579  6.446250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2580  6.448750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2581  6.451250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2582  6.453750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2583  6.456250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2584  6.458750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2585  6.461250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2586  6.463750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2587  6.466250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2588  6.468750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2589  6.471250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2590  6.473750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2591  6.476250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2592  6.478750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2593  6.481250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2594  6.483750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2595  6.486250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2596  6.488750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2597  6.491250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2598  6.493750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2599  6.496250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2600  6.498750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2601  6.501250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2602  6.503750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2603  6.506250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2604  6.508750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2605  6.511250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2606  6.513750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2607  6.516250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2608  6.518750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2609  6.521250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2610  6.523750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2611  6.526250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2612  6.528750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2613  6.531250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2614  6.533750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2615  6.536250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2616  6.538750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2617  6.541250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2618  6.543750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2619  6.546250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2620  6.548750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2621  6.551250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2622  6.553750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2623  6.556250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2624  6.558750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2625  6.561250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2626  6.563750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2627  6.566250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2628  6.568750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2629  6.571250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2630  6.573750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2631  6.576250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2632  6.578750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2633  6.581250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2634  6.583750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2635  6.586250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2636  6.588750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2637  6.591250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2638  6.593750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2639  6.596250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2640  6.598750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2641  6.601250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2642  6.603750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2643  6.606250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2644  6.608750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2645  6.611250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2646  6.613750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2647  6.616250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2648  6.618750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2649  6.621250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2650  6.623750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2651  6.626250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2652  6.628750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2653  6.631250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2654  6.633750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2655  6.636250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2656  6.638750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2657  6.641250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2658  6.643750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2659  6.646250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2660  6.648750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2661  6.651250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2662  6.653750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2663  6.656250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2664  6.658750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2665  6.661250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2666  6.663750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2667  6.666250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2668  6.668750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2669  6.671250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2670  6.673750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2671  6.676250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2672  6.678750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2673  6.681250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2674  6.683750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2675  6.686250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2676  6.688750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2677  6.691250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2678  6.693750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2679  6.696250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2680  6.698750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2681  6.701250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2682  6.703750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2683  6.706250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2684  6.708750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2685  6.711250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2686  6.713750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2687  6.716250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2688  6.718750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2689  6.721250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2690  6.723750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2691  6.726250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2692  6.728750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2693  6.731250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2694  6.733750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2695  6.736250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2696  6.738750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
